genename	F_stat
LRRC37BP1	1.38712855452817
SLC1A1	1.38822028615688
MICB	1.38913689714815
ARFRP1	1.38948412436911
NA	1.39056570577603
SLC28A3	1.39104637143648
MRPL19	1.39109213650129
ADAP1	1.39201345322839
ARID3A	1.39234950538126
KRBOX4	1.39335581099009
DDOST	1.39442444250312
HSPB1	1.39477616899493
ZNF260	1.3956560163771
PPP1R14BP3	1.39593944769222
PSPH	1.39640989703973
PEX7	1.3990132464612
PYGL	1.39999480921708
CYB561A3	1.40086427168593
TMCO1	1.40172440980321
LUZP1	1.4018644183786
FAM177A1	1.40283481686474
ZBTB14	1.40301146717693
NBDY	1.40305870121184
APBA3	1.40395326434504
CANX	1.40401067767307
ATP5F1D	1.40446134145248
RFLNB	1.40447247558382
SLC13A3	1.40738663845438
FAT1	1.40825304903032
SPINDOC	1.40846786239434
ANAPC11	1.40931674809077
UBASH3B	1.41011206093273
CCDC18-AS1	1.41239817307771
C2orf88	1.41262744327884
GLMN	1.41348483471825
CENPBD1P1	1.41504550238789
SERTAD3	1.41504863756513
MIB1	1.41666634725543
BBC3	1.41730424201768
DENND1B	1.41777345387081
SCD5	1.41780869214043
ZBTB33	1.42174632405067
ETHE1	1.42181399735754
SAR1A	1.42258809517034
TRUB1	1.42322611900929
SMARCAD1	1.4236614343553
MMP16	1.42523002109937
NIPA1	1.42654956751557
NAALADL2	1.42816354860645
DBF4B	1.42917778853842
AKAP10	1.42936215717616
SYDE2	1.42970823946142
EFNB3	1.43059818026317
CALCOCO2	1.43102443604298
ARMT1	1.43118025451611
TRIM23	1.4314585618949
PTS	1.43351891080769
FAM184A	1.43425516728519
ABCA8	1.43499219653778
PDE7A	1.43516971768772
TSSK6	1.43595993020699
PDS5B	1.4370797816417
CCDC102A	1.43748673713571
LINC00654	1.43873953837822
FUZ	1.43896412030903
SCNM1	1.43967234739406
PHLDA3	1.44098179058074
NA	1.44260737474827
PLEKHG2	1.44396866816931
NA	1.4447459621697
RGL2	1.44557142777068
GPR199P	1.44617223126532
MRPL22	1.44733237037503
TBX15	1.44734023623177
HEG1	1.44838508443093
BBX	1.44839612469236
IGIP	1.44932508514335
NEIL1	1.4499181187314
TRADD	1.45015919099439
TOB2	1.45389628902082
ZNF233	1.45518050409506
MPHOSPH9	1.4552924909022
RANGAP1	1.45711479446226
ZBTB8A	1.45855446035378
SELENOS	1.46007810963288
THYN1	1.46043910206111
MTAP	1.46053188829276
YIPF3	1.46070267658028
TSEN15	1.46079298226364
AP2S1	1.46120873973127
NA	1.46212942314922
KDM1A	1.46288121428804
ETFRF1	1.46539095216037
CLIC4	1.46638343024707
NXPE3	1.46707694392384
ILK	1.46711229619603
PLOD3	1.46747363681535
CLPB	1.46769919983616
MAP2K5	1.46784221176619
CPE	1.46801246853979
CYGB	1.46820690462135
MRPS31	1.46883687550738
NORAD	1.47088011563823
NACC1	1.47179706799111
NA	1.47439721539195
FKBP8	1.47449222589748
NA	1.47459519397349
MAP4K2	1.47464903768118
RBX1	1.47501361745789
GID8	1.47512171707755
SCHIP1	1.47678497464609
ST3GAL6	1.47681710291667
CD47	1.47804395788546
DCN	1.47941592238425
CISD2	1.47950467492367
RRAS2	1.48107935934202
SLC30A6	1.48510608095952
GFUS	1.48513213081867
SLC22A5	1.48599424515032
MYL12B	1.4865684968049
MPG	1.48704446725898
PSMB1	1.48769348653543
LPCAT2	1.48920077441438
SHQ1	1.49134047894538
MTCH1	1.49222131264219
LAMTOR2	1.49234670381171
TIAL1	1.49242400980581
ZNF687	1.49329795204243
LINC00886	1.4936465810255
PLEKHO1	1.49398292735872
CNOT7	1.49481860736798
HAUS4	1.49528412845854
PRDX3	1.49672123783941
TCEAL3	1.4980734069167
PSMB4	1.49927909829434
NA	1.49968073641744
UBE3A	1.49971708185944
APPL1	1.50041682641018
ARMC1	1.50046696077597
LAYN	1.50109717204863
RAD51C	1.50110647344223
STX16	1.50124611688161
ARF1	1.50180675930601
ZNF273	1.50209078050401
H2BC20P	1.50351806486464
B4GALT3	1.50361237053789
OR7E38P	1.50410546870308
RBM4B	1.50446597567128
PI4K2B	1.5049306586202
ZNF674	1.50603944492772
CLDN12	1.50609261823456
GOLGA1	1.50681154246176
GIHCG	1.5069525682423
ZKSCAN7	1.5069993559142
PSMB6	1.5095876002602
UBE3D	1.51012721038289
NOTCH2	1.51096018850893
SLC35E3	1.51139933247187
LPAR2	1.51167626248149
TBC1D10B	1.51175594834339
ZNF254	1.51327883589609
ZNF563	1.51369202942395
HSBP1	1.51386582007825
ZC3HAV1L	1.51451903320452
SLC44A2	1.51484420699752
NPAT	1.51707666787637
ZNF670-ZNF695	1.51716595395759
TLNRD1	1.51741681151147
PHC2	1.51747553650615
SH3D19	1.51760674419811
ULBP2	1.51776789726162
ARID2	1.51814202411136
NDUFS2	1.51915201874583
RAD17	1.5193780815502
GRAMD2B	1.52037166599814
CSPG4BP	1.52047623891549
RINT1	1.52191350162967
CCDC174	1.52430999147275
NMT2	1.52553589059526
PCDH1	1.52628568246296
RFWD3	1.52835230669567
RHBDF2	1.52922875772181
KLHL3	1.530646874036
PTPRD	1.53310911218049
TRMT1L	1.53351229804365
TUBB4B	1.5356815552453
PLEKHF2	1.53633451662513
TTLL7	1.5366476711447
MZT2B	1.53707821087312
SLC9A3R2	1.53748557450531
TAP1	1.5375129408273
MMP2	1.53761312333367
GANAB	1.53789618994806
ZFP64	1.53983882153901
UFSP2	1.54016862964232
ARHGEF26	1.54093209082186
SNHG6	1.54104961382262
XRCC3	1.5411189573345
EOLA1	1.54120880321386
UBALD2	1.54183206786009
BTN3A1	1.54190388806461
ZEB1-AS1	1.54256164476049
BOLA3-AS1	1.54424480727763
HLA-DPB1	1.54524865994252
SRP14	1.54753075520469
GTF2A1	1.54925155017271
ITCH	1.54955398156483
MED30	1.55078870382354
BOC	1.5512757118169
HAT1	1.55227773664271
STX1A	1.55388039851575
ARHGAP5	1.55603092727807
TUFT1	1.5565737545884
LRRC1	1.55743920460209
FOXN2	1.55862949775383
PTOV1	1.55933477855674
SCRN3	1.55940246303889
METTL4	1.55974727397292
TMEM167B	1.56009948261649
RPRD1B	1.56011733233338
DUSP7	1.56021204957259
PPP1R35	1.56058076148448
WDR18	1.56080613491155
ZNF572	1.56123789650893
SP4	1.56218501541792
FAM160A2	1.56496890348716
RNF2	1.5656123277027
SYBU	1.56793348089724
LMAN2	1.57009209128432
ZNF550	1.57092147387242
BOLA3	1.57113208294173
FAM76B	1.57160235056639
YAF2	1.57229256771862
MANF	1.57229622652569
ICOSLG	1.5729213573258
DNAJC4	1.57392993987532
RALB	1.57463525221266
SELENOW	1.57523207772146
ABCB10	1.57563465277644
RIT1	1.5757989986637
TWIST1	1.57599863615781
FTH1P20	1.57618817397679
AFF4	1.57851127738066
POU2F1	1.58179476182474
H2BC5	1.58247351123188
ARCN1	1.58272942476716
TSPYL2	1.58328294311423
INHA	1.58355450705136
ZNF140	1.58438788001773
ZNF772	1.58511232711427
TXNL4A	1.5857171808832
ZNF678	1.58585809048546
BATF3	1.58624266339573
MSL3	1.58684645990098
DYNC2I1	1.5873060556454
SWI5	1.5889208542133
CCND2	1.58896611319431
STAM2	1.59005248788569
SMURF1	1.59016612717528
NPHP1	1.59166528414838
RBM10	1.59188820269882
NME1	1.59223654263848
IQCC	1.59415918552077
N4BP1	1.59425594235741
PIEZO1	1.59596259561142
FDXR	1.59659209853868
RWDD1	1.59703632889771
TP53I13	1.599039485096
SLC25A37	1.60037351989579
PPP1R2	1.60118610053104
PDE4DIP	1.60143965245017
TMEM161B	1.60146946194505
ASPHD1	1.60209752078303
ZNF184	1.60232937817682
SUPT20H	1.6044633713592
SESN2	1.60513392428757
EIF2S2	1.60807117626731
TWSG1	1.60876124034186
RHOA	1.60925246254637
DCAF15	1.6097060937682
ZNF155	1.61016180743165
TBC1D32	1.61077139132682
PBXIP1	1.61169462529964
ARSK	1.61250173718321
PSMD1	1.61272671551044
UPRT	1.61391862624143
KDM4B	1.61447530128382
TLE5	1.61504501374845
FAM174A	1.61521094374262
ERCC5	1.61553874469932
DGUOK	1.61603355802144
SDCCAG8	1.61699745074007
PTP4A2	1.61764536674559
RTRAF	1.61820619917734
PKNOX1	1.61841993076495
TSHZ3	1.61892268477458
CRELD1	1.61892357160322
ARRB2	1.61935618003811
FILIP1	1.62034534512951
TMED10	1.6207154606613
MFSD11	1.62104468035823
R3HCC1	1.62115508994091
ZNF552	1.62150397197375
LMAN2L	1.62184426347758
ZNF587	1.62241898567885
GABARAPL2	1.62243228032483
KATNBL1	1.62377672192153
FAAP100	1.62402871451053
SRSF11	1.6246684744721
LINC00467	1.6258946165218
IRX3	1.62624470563312
MOB4	1.62895597680385
OST4	1.62905827430733
YY1	1.62931147565765
UGP2	1.62932870974616
PTAR1	1.62995965087535
METTL21A	1.63024450213024
C2CD6	1.63095660556001
FBLN7	1.63132399931863
TMEM25	1.63137945997774
SNRPA	1.6315182719946
SPRED2	1.63255537237752
CNOT10	1.63281490854398
PPP1R15B	1.63350360947501
ABHD8	1.63377414631458
ZXDA	1.63379611872676
IREB2	1.63430685806497
TMEM184B	1.63518001996499
COPG1	1.63538796014709
HELZ	1.63541487013129
TMED4	1.63599033224353
ARHGAP44	1.63624872967641
RFXANK	1.63640339816065
EXOC6	1.63668667868654
TMEM101	1.63672160305987
CTSO	1.63701993180577
CCHCR1	1.63742745726821
NAALADL1	1.63855050846262
RAB11A	1.63874830270661
ASF1A	1.63890877329189
MKRN2	1.63934069712615
WRNIP1	1.64002689936875
NARF	1.64133120801272
STK25	1.64170933725528
ELOVL3	1.64178051148638
PCGF3	1.64323538168883
CRTC1	1.64410575517849
TMEM19	1.6445290764741
STXBP6	1.64518248457072
C2orf49	1.64548415561307
WDHD1	1.6460087331149
JOSD2	1.64812267611605
ACP2	1.64900081916828
GRK6	1.64909720139228
ALG8	1.64988385804183
RSL24D1	1.65043768096837
H2AZ2	1.65099223196915
ABHD13	1.65109971034994
NUDCD1	1.65140765723888
CCDC59	1.65436969396773
USP9X	1.65703901348034
MAP10	1.65810074760317
PAK4	1.65903403346629
TBP	1.66047684293686
PINK1	1.6607936264446
WDR47	1.66184682301557
EMSY	1.66229866651869
DAPK3	1.66283130869702
G3BP2	1.66514952475837
CREBZF	1.66617963694641
KLRA1P	1.66689253689389
SERINC2	1.66832126827156
MANEA	1.6685730766142
FBXO21	1.66957730874962
PHPT1	1.66962498685995
SP100	1.67082407180049
COPE	1.67408916194388
GTF2H3	1.67432737577813
ZBTB6	1.67449886551824
WIPF2	1.67451504313359
WDR90	1.67507017174125
ERLEC1	1.67517390640149
ZNF250	1.67605952879731
BCAS2	1.67614089681518
ZNF568	1.67906500494535
ZNF805	1.67991808012148
TMX3	1.68001825245089
CLHC1	1.68069497235887
MEG9	1.68103846995198
GSKIP	1.68134325103109
TRIB2	1.68269249184519
CCNL1	1.68317209867333
PTPRO	1.68342863066947
PIDD1	1.68347827691729
AMMECR1	1.68453656057156
ZNF791	1.68455042586801
AKIRIN2	1.68501691896095
MICALL2	1.68729951225958
MORN1	1.68861549613123
MFSD10	1.68908794360974
BAG5	1.69060216970847
PPP3R1	1.69082147415566
SDF2L1	1.69173320145248
MCTS1	1.69310854850019
VTA1	1.69460152247481
ANP32B	1.69623536322688
RPS5	1.6966677170529
SEPTIN2	1.69732066028241
RIC8A	1.69832827707229
RCL1	1.70144086867374
ATXN3	1.70177760062554
SVIP	1.70192683056328
ZNF630	1.70292352115493
EDNRB	1.70319821228439
ZNF607	1.70401815230285
CIAO2B	1.70426788364289
EVI5	1.70469264145128
FBRS	1.70623545863892
IFT81	1.70658618397225
SPIDR	1.70677117526813
TRAF3	1.706865746701
EIF5A	1.70805258723379
FAM162B	1.70835024176341
ARPP19	1.70909718603639
ANKRD26	1.7097392824526
NA	1.71020432837592
UBL7-AS1	1.7103047542072
ZNF90	1.71228590313775
EZR	1.71249985877037
FPGT	1.71295257665351
NFKBIL1	1.71324787279651
MYL6B	1.71493443075182
IKZF5	1.71523882361741
MTMR11	1.71526308911148
UGGT1	1.71581817491268
ARAP1	1.71615501157857
SLC30A1	1.71616518119588
FAM126B	1.71676769377656
MAMDC4	1.71697351387225
SSRP1	1.71717940552918
MIEF2	1.71744776198583
BDNF-AS	1.71812721679416
PNRC2	1.71944713752699
CSNK2A1	1.72084389604218
MAMLD1	1.7218052623988
GTDC1	1.72229113352929
CYS1	1.72282313857447
ENO3	1.72649587811678
TRAPPC4	1.7277167714929
SMARCAL1	1.72890945506262
C6orf132	1.72973094403188
PTENP1	1.72987793717839
RHOT1	1.7299454064247
ADGRA3	1.73266176268644
AK3	1.73310111031793
CDC42SE2	1.73351745230366
DCLRE1A	1.73458875505355
SS18	1.73631613249078
HOOK3	1.73969244299232
STK26	1.74122464375878
MARCHF6	1.74165393774913
NPHP4	1.74189890593685
NPTX2	1.74220475102368
BTBD19	1.74395247483817
VAPA	1.74504701854992
LMO7	1.7457385477984
MOB1B	1.74710152901044
ANKRD44	1.74722853740994
DESI2	1.74765405644727
ZNF439	1.74827294539745
SDE2	1.74950161395974
ZNF528	1.75097815304681
OTUB2	1.75138780144598
ZC2HC1A	1.75159456986782
ZFP1	1.75566841818118
IL15RA	1.75593597949351
STK35	1.75651142121113
PSMA7	1.75670584124556
DCUN1D1	1.75705138287052
TP53I3	1.75836727996469
TSPAN6	1.75868741761698
RASSF9	1.75980970540546
XPNPEP1	1.76112756866099
FBXO25	1.76137232979329
MAGT1	1.76223039531967
TMEM87B	1.76382071828548
MDM1	1.76459490600305
FTH1P7	1.76659838783078
LARP6	1.76781529678699
CNN2	1.77224269729644
PRKD2	1.77261757069516
RUSC1	1.77469207879938
ARL3	1.77563726113642
P3H3	1.77649110460247
EXOC5	1.7784595098955
SLITRK4	1.77924096912919
ZMYM3	1.78060277659888
CEPT1	1.78206794496592
KLF2	1.78347609262277
TLR3	1.78369992761507
GPR161	1.78394991514722
TFDP1	1.78531407509419
FECH	1.78623216574699
OSBPL2	1.78651761886992
MINAR1	1.78770925644754
TPR	1.78812028438328
DYRK2	1.78892220675629
HDAC2	1.7893281696607
PLCE1	1.79006705301996
UBE2J1	1.79035687127893
GGACT	1.79137250356906
APCDD1	1.79219039974283
ZSCAN26	1.79398580374769
NA	1.79628773321814
VIM-AS1	1.79749274121775
RAPGEF6	1.79799017041288
FAM171A1	1.79876084365646
DHX32	1.79928743074129
NR1D1	1.80153457198698
FGD6	1.80168744751792
NUDT11	1.80182674572999
NAA30	1.80254216269976
SYT11	1.80600568803837
TENT4A	1.80770851599409
MASP1	1.80852825535526
ZDHHC21	1.80956184555056
TLCD5	1.81033002707661
TMED1	1.81066465840853
TRIB3	1.81374372558589
MEG8	1.81399161952672
GPSM3	1.81404849840285
IRS2	1.8158188929266
CAMK1D	1.81620762950783
DENND11	1.81630619282486
YES1	1.81686064338897
RAB13	1.81727019820278
KIAA2013	1.81902963078746
GADD45GIP1	1.81950743319648
GRPEL1	1.81976009292101
LMF2	1.82258290526694
INO80B	1.82379203167017
HCG11	1.82465729984055
CADM4	1.82730006232958
ZNF24	1.82863303061039
ABCD4	1.82955244855386
C14orf28	1.82968412725508
ESCO1	1.83095527287547
FIBP	1.83419498431857
MT-ND4L	1.83567230623757
NA	1.83573605679608
IFNGR1	1.83595663743112
ICAM3	1.83877792537704
RLF	1.83918167730371
LIG4	1.83959291946756
PARD6G	1.84070109437151
POLR1H	1.84178919244318
NRBF2	1.84194956124104
LSM5	1.8421778377047
NAA35	1.84273757641693
CTBS	1.8432798589634
TTC33	1.84351337974372
RTCA	1.84519748046108
TECR	1.84567017882691
KIAA1328	1.84584944246823
MRPS22	1.84704615778185
ISG20	1.84735221215008
MDFIC	1.84828496392405
MLXIP	1.84971440365987
LDHD	1.85066781881457
GADD45B	1.8507246155338
NFATC4	1.85179208141413
A2M-AS1	1.85369710617057
DERL1	1.85450944386933
LMNB2	1.85613771826898
ZNF85	1.85619337306413
ZNF219	1.85689147646378
RAB6B	1.85873064984276
SRPK1	1.8587737023574
WDR25	1.85917023024153
TRIM14	1.86008071446563
C19orf48	1.8616903187997
ARHGEF3	1.86220922849506
BCAP31	1.8630393210826
ALDOA	1.86502097466785
GGA1	1.86522143003896
OLMALINC	1.86749692181704
TBL1XR1	1.86756204566587
MACIR	1.86960799871799
NUP155	1.86965464489772
KIFBP	1.87017478170863
POLL	1.87128439483431
SH3BGRL3	1.87156390365249
LINC00663	1.87160762281072
FAM228A	1.87276944831359
ARPC3	1.8736839060603
DNAJB14	1.8739134935648
SYNGAP1	1.87391836305787
RNF44	1.87442942880445
UNC119	1.87609313590147
HLA-C	1.87649101790519
TBK1	1.87677008065017
TTC39C	1.87760812921519
ARID1A	1.87833201883337
LCORL	1.87891066168272
DYNC1LI2	1.87996654500142
MPP3	1.87997521007132
MED8	1.88270742517625
THBS2	1.88324614828688
MARS1	1.88644166600379
ACOT2	1.8866006896203
TPRKB	1.88716318905787
C17orf75	1.88737539474528
ENDOG	1.89005896507008
PDHB	1.89042913194483
CPSF1	1.89168018805035
LINC01615	1.89371482777891
PFDN1	1.89452731146807
PPFIA1	1.89487253885125
SCFD1	1.89891205401886
DKK3	1.89982282504158
SNX7	1.9009011615384
CLIP3	1.90122750814162
SLF1	1.90157995318788
MIR23AHG	1.90180618973564
IQCG	1.9024552158197
RBM27	1.90358477237188
MOSPD3	1.90396496745849
MAP1LC3A	1.90504433056974
MAP3K13	1.90949802948054
NDE1	1.91105090468469
PAG1	1.91140380029064
TIA1	1.91283573391741
LINC00189	1.91444852859294
TARS1	1.9161575740591
ZBED8	1.91661457013747
FBXL19	1.91844616911555
MRPL55	1.92076547706843
HAUS2	1.92111173526353
NA	1.92162486222657
SUMO1	1.92238960920958
LYPLA1	1.92302389963712
GET1	1.92356094251674
NA	1.92372991849385
CD40	1.9261511462081
COG3	1.92660327774068
ABTB2	1.92716754852384
COX19	1.92798120573865
EGFL7	1.9287311379554
FBXO45	1.92875201906065
VASP	1.93021278887146
OGFR	1.93146099234904
YWHAE	1.93273130599035
SAMD10	1.93347638934484
USP34	1.93625868861367
SOS2	1.9374570104211
DBH-AS1	1.9379589130882
STEAP4	1.93995922082009
SCCPDH	1.94078603345483
IPMK	1.94087513922532
GALK2	1.94277121222179
OPTN	1.94466298646537
RPN2	1.94763020242843
KDM2B	1.94774227074355
TMEM128	1.94824401433154
ELL	1.94849841863332
TVP23C	1.94852984439492
PMS2CL	1.95048928557664
PLEKHH2	1.95107106208471
UQCRH	1.9520241311242
NLGN2	1.95381238095107
RFFL	1.95427406756766
TAF13	1.95765214392293
LINC01409	1.95879743375922
ST3GAL1	1.95936418961206
ANXA2P2	1.95986966675434
CASP8	1.96033230458773
TMEM241	1.96045046018526
EFEMP2	1.96284221459575
LIMS1	1.96314808096898
GGT5	1.96574240189489
CDK5	1.96579340757842
EIF2AK1	1.96787527353282
BROX	1.96828543582055
MAMSTR	1.97007626782552
PCNP	1.97222022497995
MTMR3	1.97382790853341
SELENOF	1.97403747856603
RPP30	1.97425939834704
NIPAL3	1.97442423840716
TRAPPC6B	1.97495217735941
CDKN2AIPNL	1.97566619378232
SMAD5	1.97595746381466
ATP5PO	1.97630818360092
AKAP5	1.97984508353799
FCHSD1	1.98054937345343
FEZ1	1.98066141697893
ZMYM1	1.98249103311232
HEMK1	1.98313767590599
CHPT1	1.98385387106088
ASPH	1.98406173369635
TM7SF3	1.98716331362146
RARA-AS1	1.98846745474025
NSMCE1	1.98923772802756
LRATD2	1.99303552936048
AARS1	1.99461384652154
C4orf33	1.994651831031
PPIL3	1.99586568126379
SCOC	1.99622203370887
NA	1.99626484715579
TEAD2	1.99648066210502
KLHDC2	1.99879505342942
ORC4	1.99898099292625
RAB42	1.99917510278965
SCYL3	2.00016434011571
ZNF790	2.00028656617864
MGARP	2.00259713778605
PARL	2.00419297060059
DHRS4L2	2.00502426147942
PIK3CB	2.00777726550356
CABYR	2.00854580769217
SPRYD7	2.0107159027866
PRRT2	2.01081445201758
FNDC10	2.01258649912884
ZDHHC20	2.01456684285271
ISYNA1	2.01710176925948
ZNF546	2.01727130212439
KIAA1549L	2.01769781350583
ANXA3	2.02010232875829
DNALI1	2.0211454856394
CCDC18	2.02197082059431
PURB	2.02286881746663
RFX7	2.02470669786621
NA	2.02471005286546
RFX2	2.02582712222216
ZNF133	2.02624332912774
ABCA2	2.02921275080072
NA	2.02930859454339
KMT5C	2.03003533737781
CLSTN1	2.03436733116777
RNF19B	2.03492819763088
NA	2.038837283075
SIKE1	2.03900907238843
ZNF780A	2.03921431339738
PRIMPOL	2.04094321441415
QSOX1	2.04219800834382
INTS13	2.04379479724216
TMEM71	2.0438820946605
PER3	2.04535425794688
ELMOD2	2.04566991063638
ARHGEF37	2.04667424931004
ZCCHC9	2.04715538556857
RND2	2.04748166848927
XPO1	2.04762564058481
GSTO2	2.04951922232686
RAB18	2.05040510961986
HCLS1	2.0521507279723
GATAD2B	2.0540195065767
ITGA1	2.05551308722133
MCM3	2.05565413061753
ACVR2A	2.05596812538047
IFI27	2.0574390664043
SMC5	2.0579646472824
TMEM79	2.06049128348384
PITPNC1	2.0605338440503
ANAPC5	2.06117972607255
AZIN2	2.0631176141174
TRIM6	2.06341919433495
STON1	2.06652166582565
SEPTIN7P14	2.06911308699051
ENKD1	2.0694277410091
SELENOT	2.07021629217759
CTHRC1	2.0712355193883
RSRC2	2.07548721012695
UFL1	2.07641589397882
ALPK2	2.07800917071578
PLGRKT	2.07838333719745
AKTIP	2.0784815321473
MRPL32	2.07880616684186
ARL13B	2.08012747804564
COL4A5	2.08325575243348
ZBTB5	2.08706472794912
ATF2	2.08727872986973
TCAIM	2.08798782188161
MRPL14	2.08852007468498
GPX8	2.08963008108303
CCDC92	2.09108621292487
NME7	2.09163592035376
WRAP53	2.09250037078071
EPHB4	2.09540967840695
SPATA6L	2.09576677641376
JUNB	2.09591076874889
HIRIP3	2.09611697294761
ZNF205	2.0964411351134
NA	2.09661934056844
CAPG	2.09737149074419
HACD2	2.09738239709992
ZNF182	2.09803273763676
ZCCHC8	2.09958633507544
RAD52	2.09991411983922
NDUFS5	2.10005912442998
SCN1B	2.1002571150007
ZNF597	2.10090186732297
CLNS1A	2.10161735282923
ATP23	2.10322609522305
C9orf40	2.10553241960776
SPRY2	2.10576680848352
UBP1	2.10618901846255
LRR1	2.10646242031741
CCDC30	2.10791142342777
RCCD1	2.10798024335857
REEP3	2.10910747810998
GAREM2	2.10981602941149
DNMT3A	2.11015015237891
ACAD8	2.11040433874564
DCAF5	2.11130952548016
SLC39A9	2.11142657987861
WAC	2.11208575228716
ZNF7	2.11232782943375
TBC1D19	2.11356203870812
CSDC2	2.11386038299701
TUBG2	2.11469066372783
GOLPH3L	2.11510095348296
LSM12	2.11705181564355
FGD4	2.11901959357365
ACBD4	2.12016953220488
SSR4	2.12178517441756
POMP	2.12281209265241
ZNF578	2.1229906910642
THAP5	2.12304595094092
ZNF337	2.12381328852657
FUNDC1	2.12446836114582
MBNL1	2.12528520478578
PTPN3	2.12649568992177
ARID3B	2.12761601934317
STT3B	2.12785804272138
CFAP20	2.12816109711199
TSFM	2.12819852502878
IRAK1BP1	2.129995227827
MECOM	2.13134241556918
CCDC50	2.13137294030902
KCMF1	2.13227825161452
SLC15A3	2.13325761358003
HTRA3	2.1346385454711
NDUFB4	2.13688829626182
DEDD2	2.13694919415213
SLC36A4	2.13842211245551
KANSL1L	2.14049187415969
STARD10	2.14139141593818
C8orf37	2.14645276850793
GPC6	2.14675658141158
TNKS1BP1	2.14755362723418
B3GNT2	2.14887296469695
ZNF627	2.14888246737222
MGME1	2.1502269282235
CASC2	2.15034100961377
INPP5F	2.15219209858408
ZNF148	2.15267039251413
RIF1	2.1534801648522
ARID4A	2.15392716459574
BCL9L	2.15490717472877
SLC30A7	2.15583861697237
GCA	2.15627707742748
NA	2.1601029072887
POGLUT3	2.16035326076621
TLR1	2.16289722952075
RC3H2	2.16312980440034
ANKRD6	2.16429233137328
PROCA1	2.16671321553425
TGIF2	2.16711022975603
RGL1	2.16819871413994
GTF3A	2.16893605755745
SLC35B3	2.16944031124679
CACUL1	2.16966889314339
SNAPC3	2.17075802531068
CBX4	2.17109208239294
FKBP2	2.17340988851841
CDC37	2.17429777916573
C10orf88	2.17475225501476
ADK	2.17603294713801
MORC3	2.1765699897718
CEP112	2.1766088777613
TLCD3A	2.17740179064757
ZNF555	2.17788886060933
NA	2.17979160873852
CYC1	2.18003846124096
DSCC1	2.18069587588281
SMIM15	2.18145617918393
TNFRSF10D	2.18314357430573
GYG2	2.18324016776861
ZEB1	2.18346769159361
ZNF775	2.18407213801828
ZC4H2	2.18467999995463
ZNF215	2.18670794857656
TMEM178A	2.18812787983283
PHTF1	2.1882037182413
TM9SF3	2.18986806092267
N4BP2L1	2.19037464833849
MARCHF7	2.19236478616204
POLR3GL	2.19346030737758
SLCO3A1	2.19529910185472
CHCHD2	2.19571961532264
SLC20A1	2.19653847337919
HIP1	2.19752347170644
BICD1	2.19783903126345
PPIH	2.19816394778673
RINL	2.19874762441848
LRRC57	2.19885668212325
ANXA5	2.19890061445777
GNPNAT1	2.19953130870824
PLXNA3	2.20134086490491
CBY1	2.20394034108632
TTC30A	2.20733245015465
ZMIZ2	2.20774377096353
ZSCAN30	2.20944075253031
RWDD2B	2.20962239810309
LINC01060	2.21237732805113
ZSCAN31	2.21414115103695
COL4A2	2.21647089049945
FAM83G	2.216548691102
METTL18	2.21681496980096
NLGN4Y	2.21876085707764
PIK3CG	2.21994048730294
ACTN4	2.22112578557639
CDC27	2.2215233348585
LRMDA	2.22281158137887
POLI	2.22411480786527
EID1	2.22412227658273
SPATA7	2.22478963640478
PNMA1	2.22566383040465
HACL1	2.22573738061878
GLT8D2	2.2279772959145
GNG5	2.22898157372462
CSTA	2.22929589185611
BUB3	2.23020034642219
CIRBP	2.23120719408788
DDT	2.23240596953643
KCNG1	2.23250988389977
FXYD5	2.23308216824277
NAA40	2.23487891687079
CNEP1R1	2.23583065106508
ASB7	2.23621867511549
ZNF702P	2.23669823035363
PLSCR4	2.23708644682683
PRELID3B	2.23816078537756
RUNDC1	2.23824886098598
SYTL3	2.2389470155719
TBPL1	2.24336663640958
HINT2	2.24349259721639
SEC22A	2.24372931217393
ATP11A	2.24487177847694
KCNE3	2.24596299625046
ALDH9A1	2.24650139077626
CACNB1	2.24705288086429
IFT80	2.24965606431069
SLC19A2	2.25216259476073
FGFR1OP2	2.25337673753234
PDLIM5	2.25987481202777
S100A4	2.26070393288677
NOC3L	2.26166661949225
METTL5	2.2617092468625
PRMT1	2.26204848488175
RGS17	2.2635792298046
MEIS3	2.26381066101815
RELA	2.26418497741316
HSPA5	2.26443461982465
TOM1L1	2.26473157209501
TMEM54	2.26564783643204
ACOT4	2.26568088856822
SLC45A1	2.26623003480783
NDN	2.26858253482016
DR1	2.27498156129712
PRDX6-AS1	2.27553836282011
PSMD10	2.27627549986839
TBC1D10A	2.27643220139968
UNKL	2.2800413982854
NEK7	2.28021892051736
ANKRD9	2.28170345494881
SMAGP	2.28193808503747
ERP44	2.28287882062607
FOCAD	2.28308533726895
ZFYVE19	2.28308922341922
RB1	2.28427887779503
TASOR	2.28595217725407
ZNF697	2.28821426431442
NA	2.29024477125985
FBLN2	2.29086978465447
DNAJC22	2.29094751960026
MTA3	2.29271449272174
NBEAL1	2.29301446929669
COX7A1	2.29352389900341
C15orf61	2.29417202388946
SLC35D1	2.29498424047608
PRDX4	2.29532251589427
KDM4C	2.29692027828011
LRRCC1	2.29723209731928
EDF1	2.30010872975663
IMPACT	2.30015797318131
IFT88	2.30066929933548
BIN3	2.30101497397094
TRIM16	2.30108080379861
XRN1	2.30169607317103
ARL15	2.30315076615144
